,VendorNumber,VendorName,Brand,Description,ActualPrice,PurchasePrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesPrice,TotalSalesQuantity,TotalSalesDollars,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalesToPurchaseRatio
1424,7153,PINE STATE TRADING CO,2030,Glen Moray 12 Yr Scotch,30.99,23.48,750.0,2073,48674.03999999987,37527.83000000044,1475.0,45455.250000000065,1163.1799999999844,15884.819999999998,-3218.7899999998044,-7.081228240961825,0.7115291847563917,0.933870498524474
1425,3960,DIAGEO NORTH AMERICA INC,3547,Ketel One Vodka,2.79,2.2,50.0,22113,48648.600000000035,11349.72000000089,16136.0,45019.44000000195,842.2800000000062,257032.07000000007,-3629.1599999980826,-8.06131751083071,0.7297065074842852,0.9254005254005648
1426,10754,PERFECTA WINES,3703,OuterSpace Vodka,5.99,4.64,50.0,10480,48627.200000000004,10566.359999999693,7049.0,42223.51000000006,367.5500000000042,28720.52,-6403.689999999944,-15.16617164229107,0.6726145038167939,0.8683105340221122
1427,6785,PALM BAY INTERNATIONAL INC,6651,Rocca Delle Macie Chianti C,12.99,7.79,750.0,6239,48601.81000000037,35302.000000001484,4775.0,60146.24999999969,530.3400000000228,13605.409999999998,11544.439999999318,19.193948084875416,0.7653470107389004,1.2375310713736634
1428,516,BANFI PRODUCTS CORP,18142,Banfi Brunello Montalcino,59.99,40.4,750.0,1203,48601.20000000011,41056.660000000105,1339.0,80353.61000000038,148.9700000000007,8510.410000000002,31752.410000000265,39.51584751450509,1.113050706566916,1.6533256380500931
1429,12546,JIM BEAM BRANDS COMPANY,3919,Hornitos Reposado Tequila,12.99,8.45,375.0,5750,48587.50000000006,42536.65000000033,4447.0,52677.52999999955,1741.080000000088,123880.96999999999,4090.0299999994895,7.764278241594708,0.7733913043478261,1.0841786467712784
1430,6213,MHW LTD,5259,Blue Chair Bay Coconut Rum,16.99,13.38,750.0,3631,48582.779999999904,33756.52000000122,2848.0,49291.520000000026,2244.2799999999643,9621.580000000002,708.7400000001217,1.4378538133945176,0.7843569264665381,1.0145882965116473
1431,5270,MANGO BOTTLING INC,7849,Tooters Apple-tini 15 Pk,9.99,7.8,375.0,6224,48547.1999999998,20852.120000000454,4464.0,40636.360000000204,1753.3400000000336,1034.42,-7910.839999999596,-19.467393240928953,0.7172236503856041,0.8370484806538867
1432,12546,JIM BEAM BRANDS COMPANY,8694,Skinnygirl Cosmopolitan,9.99,7.99,750.0,6067,48475.32999999972,33071.580000002185,4880.0,52734.200000000215,3844.459999999996,123880.96999999999,4258.870000000497,8.076106208116327,0.8043514092632273,1.0878564416168084
1433,4425,MARTIGNETTI COMPANIES,19940,Bogle Petite Sirah,10.99,6.57,750.0,7376,48460.31999999944,34245.92000000182,5459.0,61707.41000000008,606.6100000000285,144929.24,13247.090000000644,21.46758387688063,0.7401030368763557,1.2733595238331237
1434,3252,E & J GALLO WINERY,31488,Barefoot Chard Cal,6.29,3.44,750.0,14081,48438.63999999941,21331.440000001785,9117.0,57137.930000002794,1018.8600000000415,61966.909999999996,8699.290000003384,15.225070281690217,0.6474682195866771,1.1795940183292406
1435,12546,JIM BEAM BRANDS COMPANY,8619,Canadian Club,6.99,4.4,375.0,10995,48377.99999999976,38531.930000001805,8495.0,54244.04999999967,3330.7699999998504,123880.96999999999,5866.049999999908,10.814181463220288,0.7726239199636198,1.1212544958452175
1436,9552,M S WALKER INC,4878,Allens Coffee Brandy,6.99,4.92,750.0,9830,48363.60000000029,30760.190000002745,7529.0,52397.209999999955,5930.839999999845,55551.819999999985,4033.609999999666,7.698138889455505,0.7659206510681587,1.0834017732344086
1437,2561,EDRINGTON AMERICAS,2532,The Macallan 12 Yr Old,134.99,96.89,1750.0,499,48348.109999999935,46392.69999999995,467.0,65912.3299999999,858.4900000000018,9654.500000000002,17564.219999999965,26.6478517752293,0.935871743486974,1.3632865896929578
1438,3960,DIAGEO NORTH AMERICA INC,1891,Oban 18 Yr Single Malt,99.99,79.99,750.0,603,48233.970000000045,30416.960000000196,410.0,41025.90000000008,323.22000000000037,257032.07000000007,-7208.069999999963,-17.569559717154164,0.6799336650082919,0.8505603001370206
1439,10754,PERFECTA WINES,13638,Charles Smith Velvet Dev Mer,11.99,8.27,750.0,5827,48189.289999999906,25989.280000001007,4287.0,50204.130000000114,477.2400000000172,28720.52,2014.8400000002075,4.013295320524831,0.7357130598935988,1.0418109501094581
1440,4425,MARTIGNETTI COMPANIES,24503,Far Niente Chard Napa,69.99,47.29,750.0,1019,48188.51000000007,20533.00000000005,634.0,43361.66,70.71999999999998,144929.24,-4826.850000000064,-11.131607968883257,0.6221786064769381,0.8998340060732308
1441,8352,LUXCO INC,3887,Wolfschmidt Vodka 80 Proof,10.99,8.65,1750.0,5570,48180.50000000049,45905.28999999963,6197.0,74159.03000000108,11389.520000000408,10261.599999999997,25978.53000000059,35.03083845622065,1.1125673249551167,1.539191789209334
1442,3960,DIAGEO NORTH AMERICA INC,2591,Cardhu Scotch,43.99,29.4,750.0,1637,48127.80000000019,38938.69000000025,1114.0,46556.86000000004,878.7399999999938,257032.07000000007,-1570.9400000001551,-3.374239585745589,0.6805131337813073,0.9673589900223956
1443,3252,E & J GALLO WINERY,35664,Redwood Creek Cab Svgn Cal,9.99,6.5,1500.0,7389,48028.5,34128.040000002,6454.0,64862.46000000009,1443.2500000000653,61966.909999999996,16833.960000000086,25.953317219236,0.8734605494654216,1.3504993909866034
1444,8004,SAZERAC CO INC,5218,Chila Orchata Cinnamon Cream,13.99,10.68,750.0,4490,47953.20000000037,32288.9200000016,3314.0,46362.8600000001,2611.8899999999653,50293.62000000002,-1590.3400000002657,-3.4302025371175597,0.7380846325167038,0.9668355813584859
1445,1128,BROWN-FORMAN CORP,16828,Korbel Organic Brut,12.99,8.66,750.0,5534,47924.4400000002,24586.82000000073,3571.0,48025.29000000019,397.4100000000116,68601.68000000001,100.84999999999127,0.20999352632746385,0.6452837007589447,1.0021043542710149
1446,660,SAZERAC NORTH AMERICA INC.,7293,Chi Chi's Skinny Margarita,8.99,5.96,1750.0,8034,47882.64000000017,33529.80000000261,6594.0,54929.06000000017,12116.77000000044,17932.329999999994,7046.4200000000055,12.828218797117561,0.8207617625093353,1.1471602234129108
1447,9165,ULTRA BEVERAGE COMPANY LLP,2906,Usquaebach Old Rare Whisky,109.99,72.99,750.0,656,47881.44000000002,31476.880000000212,365.0,36786.35000000007,288.0000000000003,68054.70000000003,-11095.089999999946,-30.16088848173283,0.5564024390243902,0.7682799431261895
1448,8112,MOET HENNESSY USA INC,942,Glenmorangie Nectar D'Or,64.99,45.45,750.0,1052,47813.399999999914,36352.280000000246,692.0,44030.080000000045,545.860000000003,48347.26,-3783.3199999998687,-8.59258034507288,0.6577946768060836,0.9208732280072139
1449,3664,WILLIAM GRANT & SONS INC,4197,Sailor Jerry Spiced Rum Trav,18.99,13.07,750.0,3656,47783.919999999714,39295.220000000554,2903.0,49973.96999999969,2288.889999999949,30234.42000000001,2190.049999999974,4.382381467792108,0.7940371991247265,1.0458323636905467
1450,3960,DIAGEO NORTH AMERICA INC,3335,Tanqueray Sterling Vodka,10.99,8.14,750.0,5868,47765.52000000011,23837.310000000805,4824.0,53015.75999999964,3802.4599999999564,257032.07000000007,5250.239999999525,9.903168416334239,0.8220858895705522,1.1099169442727623
1451,12546,JIM BEAM BRANDS COMPANY,2800,Laphroaig 15 Yr Single Malt,81.99,59.69,750.0,800,47751.999999999935,53915.409999999756,781.0,63892.189999999755,616.0300000000005,123880.96999999999,16140.18999999982,25.261600831024705,0.97625,1.338000293181434
1452,4425,MARTIGNETTI COMPANIES,33032,Rombauer El Dorado Znfdl,29.99,19.3,750.0,2469,47651.69999999986,26836.810000000507,2066.0,59199.50000000007,230.2700000000028,144929.24,11547.800000000214,19.506583670470526,0.8367760226812475,1.2423376290877397
1453,5270,MANGO BOTTLING INC,7931,Tooters Blu-D Kamikazi 15 Pk,9.99,6.47,375.0,7362,47632.139999999745,19596.59000000023,4799.0,43923.01000000013,1885.9500000000348,1034.42,-3709.1299999996118,-8.444617069730878,0.6518609073621299,0.9221296796658804
1454,4425,MARTIGNETTI COMPANIES,43877,Duckhorn Svgn Bl Napa,27.99,17.64,750.0,2700,47628.000000000065,23357.470000000296,1675.0,45763.2500000001,186.3300000000016,144929.24,-1864.7499999999636,-4.074776157724724,0.6203703703703703,0.9608476106491988
1455,653,STATE WINE & SPIRITS,13303,Plungerhead Znfdl Lodi,12.99,8.96,750.0,5311,47586.559999999874,29065.440000001236,3612.0,51003.880000000194,401.2000000000146,8014.98,3417.32000000032,6.700117716535109,0.6800979099981171,1.071812713505669
1456,8352,LUXCO INC,6495,Exotico Blanco Tequila,13.99,11.02,750.0,4317,47573.339999999946,32375.660000001702,3084.0,42618.16000000033,2431.5599999999536,10261.599999999997,-4955.179999999615,-11.626921481358126,0.7143849895760945,0.8958412421747218
1457,6359,OLE SMOKY DISTILLERY LLC,1715,Ole Smoky Apple Pie Moonshne,19.99,13.76,750.0,3455,47540.79999999987,34255.87000000098,2506.0,47222.93999999997,1975.17999999996,1922.0,-317.8599999998987,-0.6731050629204766,0.7253256150506512,0.9933139534883743
1458,9552,M S WALKER INC,5333,Jenkins Amaretto,12.99,8.65,1750.0,5488,47471.20000000045,35785.45000000124,4050.0,54445.49999999996,7443.430000000238,55551.819999999985,6974.299999999515,12.809690424368442,0.7379737609329446,1.1469164461820947
1459,4425,MARTIGNETTI COMPANIES,41990,Heitz Cab Svgn Napa,54.99,35.48,750.0,1337,47436.76000000002,27887.83000000028,915.0,49286.8500000001,101.58999999999983,144929.24,1850.0900000000838,3.7537192983525625,0.6843679880329095,1.0390011881081271
1460,9165,ULTRA BEVERAGE COMPANY LLP,5833,Patron Roca Silver Tequila,64.99,50.77,750.0,934,47419.18000000007,42283.760000000075,705.0,47752.949999999946,556.390000000003,68054.70000000003,333.7699999998731,0.6989515830956485,0.7548179871520343,1.0070387130270888
1461,3960,DIAGEO NORTH AMERICA INC,5872,Godiva Chocolate Liqueur,2.99,2.32,50.0,20416,47365.11999999988,16872.56999999922,12147.0,36319.53000000131,624.960000000019,257032.07000000007,-11045.58999999857,-30.412260290808202,0.5949745297805643,0.7667990707086016
1462,7245,PROXIMO SPIRITS INC.,3791,Jose Cuervo Especial Silver,10.99,6.56,375.0,7217,47343.520000000375,42602.280000000086,5179.0,55429.20999999966,2029.0500000001093,38994.78000000001,8085.689999999282,14.587416995478254,0.7176111957877235,1.1707876811863422
1463,8352,LUXCO INC,7994,Stock Italian Sweet Vermouth,9.99,7.93,1500.0,5969,47334.170000000966,28686.950000001714,4586.0,45253.14000000033,7211.6799999997975,10261.599999999997,-2081.030000000639,-4.598642215768064,0.7683028983079243,0.9560353545863254
1464,9815,WINE GROUP INC,24303,Cupcake Black Forest,8.99,4.99,750.0,9483,47320.16999999977,17148.939999999748,6140.0,46145.100000000406,686.280000000024,27100.409999999996,-1175.0699999993667,-2.5464675556003917,0.6474744279236528,0.9751676716292572
1465,7245,PROXIMO SPIRITS INC.,3183,Jose Cuervo Tradicional Slvr,18.49,13.7,750.0,3446,47210.20000000015,46159.45999999978,2911.0,55760.38999999944,2295.7399999999484,38994.78000000001,8550.18999999929,15.333805950782223,0.8447475333720256,1.1811089552681255
1466,4425,MARTIGNETTI COMPANIES,29431,Clos du Val Cab Svgn Napa,34.99,19.86,750.0,2376,47187.359999999964,49754.469999999645,3077.0,98129.23000000148,342.5000000000074,144929.24,50941.870000001516,51.913043646628786,1.29503367003367,2.0795660108978664
1467,4425,MARTIGNETTI COMPANIES,26280,Chalone Estate Grown Chard,15.99,10.66,750.0,4420,47117.19999999984,6683.819999999938,1100.0,17588.99999999997,122.82,144929.24,-29528.199999999866,-167.8787878787874,0.248868778280543,0.37330316742081515
1468,9552,M S WALKER INC,37401,Excelsior S Afr Cab Svgn,8.99,5.26,750.0,8946,47055.96000000011,20398.830000000533,5996.0,51577.04000000017,669.4500000000207,55551.819999999985,4521.08000000006,8.765683335065457,0.6702436843281914,1.0960787963947616
1469,1392,CONSTELLATION BRANDS INC,3875,Svedka Cucumber Lime Vodka,12.99,10.31,750.0,4564,47054.84000000016,16446.62999999973,2515.0,28657.850000000468,1981.1099999999708,79528.99,-18396.98999999969,-64.19529029567602,0.5510517090271692,0.6090308669628963
1470,4380,CHARLES JACQUIN ET CIE INC,3524,Pravda Polish Vodka,19.99,14.7,750.0,3201,47054.69999999985,33788.30000000102,2199.0,44550.51000000013,1733.7999999999668,1675.3900000000008,-2504.1899999997186,-5.621013092778761,0.6869728209934396,0.9467812992113492
1471,1392,CONSTELLATION BRANDS INC,2830,Serpent's Bite Cider Whiskey,15.99,10.44,750.0,4507,47053.079999999834,27146.600000000966,2803.0,39072.97000000058,2209.14999999996,79528.99,-7980.109999999251,-20.423607419653873,0.6219214555136454,0.8304019630596068
1472,17035,PERNOD RICARD USA,5330,Kahlua White Russian RTD,15.99,11.42,1750.0,4119,47038.97999999946,39148.590000000695,2945.0,49184.549999999894,5414.460000000165,123780.21999999997,2145.5700000004363,4.362284497876754,0.7149793639232823,1.0456125961915088
1473,11567,CAMPARI AMERICA,178,Wild Turkey Russell's RSV,29.99,20.76,750.0,2257,46855.31999999995,41014.69000000023,1705.0,48813.94999999988,1345.1299999999776,20964.809999999998,1958.629999999932,4.012439067110809,0.7554275587062472,1.0418016566742034
1474,12546,JIM BEAM BRANDS COMPANY,2183,McClelland Highland Single,18.99,14.61,750.0,3207,46854.26999999997,40638.90000000033,2344.0,47341.56000000002,1849.0399999999547,123880.96999999999,487.2900000000518,1.0293070190337024,0.7309011537262239,1.010400119348782
1475,2000,SOUTHERN WINE & SPIRITS NE,2167,Old Beezer 10 Yr SB Bourbon,34.49,25.55,750.0,1833,46833.15000000018,17529.989999999965,545.0,19069.550000000003,430.1800000000027,19016.59,-27763.60000000018,-145.59126985167546,0.29732678668848883,0.40718059750411684
1476,660,SAZERAC NORTH AMERICA INC.,5410,Raspberry di Amore,9.99,6.15,750.0,7611,46807.65000000035,37248.16000000149,5696.0,53164.04000000002,4488.189999999942,17932.329999999994,6356.389999999672,11.956183164409005,0.7483904874523716,1.1357981013787195
1477,12546,JIM BEAM BRANDS COMPANY,2826,Bowmore Small Batch Sngl Mlt,36.99,29.59,750.0,1576,46633.84000000015,39108.78000000025,1189.0,45494.10999999999,937.949999999992,123880.96999999999,-1139.730000000156,-2.5052254017061903,0.7544416243654822,0.9755600225072576
1478,3252,E & J GALLO WINERY,39593,Redwood Creek Pnt Nr Cal,9.99,6.33,1500.0,7366,46626.780000000675,36561.59000000151,6322.0,63489.77999999979,1412.4500000000694,61966.909999999996,16862.999999999112,26.56018023688091,0.8582677165354331,1.3616591152123065
1479,6785,PALM BAY INTERNATIONAL INC,1817,Irishman Founders RSV Whisky,21.99,16.79,750.0,2775,46592.24999999993,38215.34000000054,2078.0,44927.22000000005,1639.2099999999637,13605.409999999998,-1665.0299999998751,-3.7060606020133746,0.7488288288288288,0.9642637992370002
1480,653,STATE WINE & SPIRITS,20532,Bread & Butter Pnt Nr,12.99,8.72,750.0,5337,46538.6399999998,17975.97999999995,3382.0,43086.18000000028,377.5400000000091,8014.98,-3452.459999999526,-8.01291736700609,0.6336893385797264,0.9258151935681932
1481,4425,MARTIGNETTI COMPANIES,14539,Dom de Dionysos La Deveze,14.99,10.06,750.0,4623,46507.380000000136,25168.21000000073,3570.0,53514.29999999991,397.74000000001297,144929.24,7006.919999999773,13.093546958476118,0.772225827384815,1.1506625400097739
1482,9165,ULTRA BEVERAGE COMPANY LLP,6881,Midnight Moon Cranberry,18.99,13.86,750.0,3355,46500.30000000001,14796.589999999776,3586.0,45492.14000000001,2824.0400000000036,68054.70000000003,-1008.1600000000035,-2.216119092221213,1.0688524590163935,0.9783192796605613
1483,12546,JIM BEAM BRANDS COMPANY,4195,Calico Jack Spiced Rum No 94,10.99,8.65,750.0,5369,46441.850000000246,40081.850000000646,4298.0,48861.019999999815,3389.1399999999417,123880.96999999999,2419.169999999569,4.951124638821658,0.8005215123859192,1.0520903021735688
1484,6785,PALM BAY INTERNATIONAL INC,8386,Dry Sack Sherry,13.49,9.85,750.0,4705,46344.24999999985,29138.400000001282,3167.0,42722.83000000025,2495.829999999963,13605.409999999998,-3621.419999999598,-8.476545210136074,0.6731137088204038,0.9218582672068356
1485,3252,E & J GALLO WINERY,34133,Turning Leaf RSV Cab Svgn,9.99,6.12,1500.0,7572,46340.64000000055,40904.38000000071,7971.0,79663.29000000177,1783.5400000000923,61966.909999999996,33322.65000000122,41.82936707735831,1.0526941362916007,1.7190804874512053
1486,4466,AMERICAN VINTAGE BEVERAGE,5215,TGI Fridays Long Island Iced,12.99,9.41,1750.0,4923,46325.42999999969,32241.180000001714,3683.0,47842.16999999996,6769.640000000216,793.9100000000003,1516.7400000002744,3.17029934051962,0.7481210643916312,1.0327409804938732
1487,3664,WILLIAM GRANT & SONS INC,6950,Solerno Blood Orange Liqueur,31.99,23.52,750.0,1967,46263.84000000014,42735.08000000012,1539.0,50852.60999999991,1213.8599999999842,30234.42000000001,4588.769999999771,9.023666631859758,0.7824097610574479,1.0991869676187658
1488,6785,PALM BAY INTERNATIONAL INC,26710,Feudi Di San Gregorio Fiano,13.99,9.26,750.0,4995,46253.700000000026,4487.179999999896,4953.0,25822.470000000034,556.1900000000026,13605.409999999998,-20431.229999999992,-79.12190429498017,0.9915915915915916,0.5582790133546077
1489,9552,M S WALKER INC,17707,Smoking Loon Steelbird Chard,6.79,4.62,750.0,10011,46250.820000000065,27784.930000001867,8004.0,65585.16000000092,893.6800000000337,55551.819999999985,19334.340000000855,29.479748162542542,0.7995205274198381,1.4180323721828245
1490,4425,MARTIGNETTI COMPANIES,20706,A Proper Claret,16.99,10.66,750.0,4333,46189.7799999999,17387.23999999982,4395.0,44932.05000000005,491.0100000000104,144929.24,-1257.7299999998504,-2.7991823208597184,1.0143087929840757,0.9727703834051634
1491,9165,ULTRA BEVERAGE COMPANY LLP,2116,Sapling Maple Bourbon,41.99,27.33,750.0,1689,46160.37000000015,32550.120000000534,1012.0,41812.88000000016,798.109999999997,68054.70000000003,-4347.489999999991,-10.397489960031393,0.5991711071640023,0.9058176960020039
1492,3924,HEAVEN HILL DISTILLERIES,5149,Hpnotiq Liqueur,34.99,23.19,1750.0,1987,46078.529999999824,37355.2600000004,1565.0,49603.35000000001,2877.060000000022,14069.869999999995,3524.820000000189,7.106011993141971,0.7876195269250126,1.0764959298831842
1493,3960,DIAGEO NORTH AMERICA INC,2759,Johnnie Walker Red Label,13.99,10.14,375.0,4543,46066.020000000084,38136.74000000087,3195.0,44698.050000000134,1249.9200000000103,257032.07000000007,-1367.9699999999502,-3.0604690808658233,0.7032797710763813,0.9703041417513397
1494,2555,DISARONNO INTERNATIONAL LLC,1704,Amaretto DiSaronno Summer Pk,24.99,19.22,750.0,2395,46031.899999999885,31686.490000000886,1814.0,42404.860000000204,1429.9099999999773,5861.030000000001,-3627.0399999996807,-8.553359214013826,0.7574112734864301,0.9212059463111518
1495,4425,MARTIGNETTI COMPANIES,10666,Clayhouse Adobe Cntrl Cst Wh,12.99,7.74,750.0,5947,46029.779999999955,3470.629999999963,651.0,6313.489999999957,72.45999999999994,144929.24,-39716.29,-629.0702923422746,0.10946695813014966,0.13716098577920563
1496,17035,PERNOD RICARD USA,4989,Martell VS Cognac,24.99,16.66,750.0,2759,45964.939999999806,25162.200000000466,1702.0,39554.98000000017,1341.8099999999856,123780.21999999997,-6409.959999999635,-16.205190850809704,0.61689017760058,0.8605467558534905
1497,1392,CONSTELLATION BRANDS INC,14818,Simi Pnt Nr Sonoma Cnty,19.99,10.73,750.0,4277,45892.21000000002,17387.82999999992,1621.0,30123.790000000365,180.13000000000287,79528.99,-15768.419999999656,-52.34540540881299,0.3790039747486556,0.6564031237545621
1498,9165,ULTRA BEVERAGE COMPANY LLP,8097,Patron Citronge Orange,13.99,9.44,375.0,4859,45868.959999999766,37479.88000000097,3461.0,46069.390000000014,1354.8100000000238,68054.70000000003,200.43000000024767,0.43506111107667716,0.7122864786993208,1.0043696216352027
1499,9165,ULTRA BEVERAGE COMPANY LLP,759,Bunnahabhain 12 Yr Single,49.99,37.0,750.0,1239,45843.0,40070.73000000017,851.0,46905.49000000001,671.2699999999994,68054.70000000003,1062.4900000000125,2.2651719446913616,0.6868442292171105,1.02317671182078
1500,7153,PINE STATE TRADING CO,33143,Our Daily Red,9.99,6.2,750.0,7374,45718.80000000031,29174.370000001745,5309.0,52270.91000000035,589.4800000000283,15884.819999999998,6552.110000000044,12.534907083117549,0.719962028749661,1.143313254066161
1501,7239,REMY COINTREAU USA INC,8280,Piper Sonoma Brut,12.99,8.9,750.0,5134,45692.60000000009,22518.090000000448,3710.0,52337.89999999999,413.7700000000096,16978.669999999995,6645.299999999894,12.696917530126154,0.7226334242306194,1.1454349281940595
1502,9552,M S WALKER INC,35393,Tohu Svgn Bl Marlboro,12.99,8.6,750.0,5310,45665.9999999998,26613.000000001004,4187.0,58524.13000000014,466.75000000001234,55551.819999999985,12858.13000000034,21.970646979289242,0.7885122410546139,1.2815690010073226
1503,9552,M S WALKER INC,4582,Diplomatico Venezln Rsva Rum,39.99,29.19,750.0,1564,45653.1599999999,12491.429999999937,681.0,23828.190000000137,536.3600000000024,55551.819999999985,-21824.969999999765,-91.59306686743575,0.4354219948849105,0.5219395546770517
1504,1392,CONSTELLATION BRANDS INC,17814,Ruffino Chianti Clsc Rsv Gld,34.99,23.64,750.0,1931,45648.84000000005,26462.70000000036,1182.0,42833.18000000007,131.07999999999984,79528.99,-2815.6599999999744,-6.573548823598831,0.6121180735370274,0.9383191336296832
1505,9165,ULTRA BEVERAGE COMPANY LLP,46830,Pacific Rim Sweet Rsl,9.99,5.91,750.0,7718,45613.37999999946,28699.470000001867,6038.0,55004.74000000028,671.9200000000309,68054.70000000003,9391.360000000823,17.07372855503139,0.7823270277273905,1.2058904645961543
1506,9165,ULTRA BEVERAGE COMPANY LLP,870,Carpano Antica Formula,29.99,17.64,1000.0,2575,45422.99999999966,37792.870000000425,1810.0,52100.90000000001,271.5000000000034,68054.70000000003,6677.900000000351,12.817244999607203,0.7029126213592233,1.1470158289853247
1507,3960,DIAGEO NORTH AMERICA INC,8092,Johnnie Walker Red Label,2.29,1.7,50.0,26718,45420.60000000011,12370.580000001473,19498.0,44650.42000000334,1015.1599999999968,257032.07000000007,-770.1799999967698,-1.724910986272273,0.7297701923796691,0.9830433767938608
1508,1590,DIAGEO CHATEAU ESTATE WINES,37420,Provenance Napa Merlot,17.49,11.98,750.0,3789,45392.22000000003,0.0,0.0,0.0,0.0,7259.75,-45392.22000000003,-inf,0.0,0.0
1509,8112,MOET HENNESSY USA INC,3168,Belvedere UF Intense Vodka,25.99,18.97,750.0,2392,45376.23999999989,29172.530000000726,1518.0,38562.820000000254,1197.059999999987,48347.26,-6813.4199999996345,-17.668365539656044,0.6346153846153846,0.8498460868507471
1510,9815,WINE GROUP INC,24002,Corbett Canyon Chard,6.99,4.63,1500.0,9799,45369.3699999994,26940.9900000018,8234.0,60857.66000000019,1844.6700000000706,27100.409999999996,15488.290000000794,25.450025518563717,0.8402898254923972,1.3413820822286269
1511,1590,DIAGEO CHATEAU ESTATE WINES,25202,Rosenblum R Sauret Zinfandel,11.99,8.16,750.0,5559,45361.43999999982,19375.840000000142,5400.0,64746.000000000226,604.9600000000103,7259.75,19384.560000000405,29.93939393939446,0.9713977334052887,1.427335640138419
1512,1392,CONSTELLATION BRANDS INC,24612,Estancia Pnt Nr Monterey,13.99,5.82,750.0,7791,45343.61999999958,29626.60000000178,6010.0,70287.90000000063,670.9800000000164,79528.99,24944.280000001054,35.48872565548385,0.7714029007829547,1.5501166426500859
1513,4425,MARTIGNETTI COMPANIES,27203,DeLoach Ethans Vyd Znfdl,12.99,8.84,750.0,5120,45260.80000000012,1065.1800000000005,204.0,2649.9599999999996,22.789999999999985,144929.24,-42610.84000000012,-1607.98049781884,0.03984375,0.05854867788461522
1514,3924,HEAVEN HILL DISTILLERIES,3363,Lunazul Reposado Tequila,13.99,9.69,750.0,4670,45252.29999999978,38978.550000000876,3738.0,51077.61999999983,2946.959999999957,14069.869999999995,5825.320000000051,11.404838361693576,0.8004282655246253,1.1287298104184778
1515,4692,KOBRAND CORPORATION,21032,Taylor Fladgate 10-Yr Tawny,25.99,15.12,750.0,2992,45239.039999999986,38016.5600000005,1938.0,47697.62000000002,213.9400000000063,9139.38,2458.580000000031,5.1545129505414105,0.6477272727272727,1.0543464229126
1516,3960,DIAGEO NORTH AMERICA INC,5630,Cabin Fever Maple Liqueur,17.99,14.17,750.0,3190,45202.300000000156,43219.360000000066,2890.0,55133.099999999584,2278.519999999951,257032.07000000007,9930.799999999428,18.012409967876835,0.9059561128526645,1.2196967853405556
1517,6355,NICHE W & S,5462,Barenjager Honey Liqueur,21.99,14.7,750.0,3074,45187.79999999987,35684.30000000082,2018.0,43118.82000000021,1591.6199999999667,551.2099999999999,-2068.9799999996612,-4.798322403070518,0.656473649967469,0.9542137479585271
1518,9815,WINE GROUP INC,18010,Cocobon Red,5.99,3.92,750.0,11518,45150.56000000044,20186.520000000477,9013.0,57129.87000000015,1007.4800000000361,27100.409999999996,11979.309999999707,20.968558129048212,0.7825143254037159,1.2653191898394969
1519,12546,JIM BEAM BRANDS COMPANY,2161,Canadian Club Classic,19.99,15.26,750.0,2957,45123.82000000004,31466.08000000099,2083.0,43965.170000000115,1642.1399999999715,123880.96999999999,-1158.6499999999287,-2.635381598660771,0.7044301657084884,0.9743228742602039
1520,6213,MHW LTD,8658,Absente 'Absinthe Refined',33.99,24.28,750.0,1854,45015.119999999995,39305.38000000027,1204.0,44489.96000000008,950.0199999999919,9621.580000000002,-525.1599999999162,-1.180401151180885,0.6494066882416397,0.9883336976553674
1521,9815,WINE GROUP INC,6523,Franzia Burgundy Tap Red,14.99,10.06,5000.0,4473,44998.38000000006,39166.13000000059,3568.0,58484.319999999825,2676.0,27100.409999999996,13485.939999999762,23.059069507860915,0.7976749385200089,1.299698344695959
1522,12546,JIM BEAM BRANDS COMPANY,5826,DeKuyper Razzmatazz,8.99,6.86,750.0,6559,44994.73999999983,33681.68000000229,5289.0,48993.11000000016,4167.849999999976,123880.96999999999,3998.37000000033,8.161086324179701,0.8063729227016313,1.0888630537702928
1523,9206,PHILLIPS PRODUCTS CO.,9037,Prairie Organic Cucumber Vod,17.99,11.93,750.0,3769,44964.17000000057,43706.87000000007,3179.0,62945.20999999978,2505.0599999999667,2211.83,17981.039999999208,28.566176838554146,0.8434598036614487,1.3998970736032486
1524,9552,M S WALKER INC,27145,Schmitt Sohne QbA,8.99,6.03,750.0,7450,44923.500000000284,29685.2400000019,5432.0,52167.68000000025,603.2800000000302,55551.819999999985,7244.179999999964,13.886337287761178,0.7291275167785235,1.1612559128295863
1525,516,BANFI PRODUCTS CORP,23712,Bell'Agio Chianti Flask,9.99,6.8,750.0,6596,44852.79999999972,29321.61000000171,5414.0,55539.86000000024,602.0600000000252,8510.410000000002,10687.060000000522,19.242144290605836,0.8208004851425106,1.238269628651959
1526,3664,WILLIAM GRANT & SONS INC,8660,Drambuie Liqueur,12.99,9.69,375.0,4620,44767.799999999814,23918.050000000763,3276.0,41342.240000000325,1285.8700000000074,30234.42000000001,-3425.5599999994884,-8.285859692168255,0.7090909090909091,0.9234816095497321
1527,2242,DELICATO VINEYARDS INC,25524,Z Alexander Brown Uncaged Ca,19.99,13.24,750.0,3380,44751.199999999924,13251.359999999842,1873.0,28506.270000000262,208.76000000000272,7982.649999999999,-16244.929999999662,-56.98721719817961,0.5541420118343195,0.6369945386939414
